roll_no,gender,race_ethnicity,total_score,grade,academic_strength,lunch,test_preparation_course
std-4169,male,group D,267.0,B,66.75,0.0,0.0
std-4171,male,group B,320.0,A,80.0,0.0,1.0
std-4173,male,group D,274.0,B,68.5,1.0,1.0
std-4176,male,group A,351.0,A,87.75,1.0,0.0
std-4178,male,group B,310.0,B,77.5,1.0,0.0
std-4180,male,group C,265.0,B,66.25,1.0,0.0
std-4182,male,group B,271.0,B,67.75,0.0,0.0
std-4183,male,group D,261.0,B,65.25,1.0,1.0
std-4184,male,group B,296.0,B,74.0,1.0,1.0
std-4185,male,group D,278.0,B,69.5,0.0,0.0
std-4186,male,group D,253.0,B,63.25,1.0,1.0
std-4187,male,group E,271.0,B,67.75,1.0,0.0
std-4190,male,group D,367.0,A,91.75,1.0,1.0
std-4196,male,group C,277.0,B,69.25,1.0,0.0
std-4199,male,group D,260.0,B,65.0,0.0,0.0
std-4201,male,group E,264.0,B,66.0,1.0,0.0
std-4202,male,group E,283.0,B,70.75,1.0,0.0
std-4203,male,group D,264.0,B,66.0,0.0,1.0
std-4204,male,group C,299.0,B,74.75,1.0,1.0
std-4205,male,group D,318.0,B,79.5,0.0,0.0
std-4207,male,group A,258.0,B,64.5,1.0,1.0
std-4208,male,group C,273.0,B,68.25,0.0,1.0
std-4209,male,group D,295.0,B,73.75,0.0,0.0
std-4211,male,group D,253.0,B,63.25,1.0,0.0
std-4212,male,group C,251.0,B,62.75,1.0,0.0
std-4213,male,group D,266.0,B,66.5,1.0,0.0
std-4215,male,group C,291.0,B,72.75,0.0,0.0
std-4216,male,group A,295.0,B,73.75,1.0,1.0
std-4219,male,group E,284.0,B,71.0,1.0,0.0
std-4221,male,group E,313.0,B,78.25,1.0,0.0
std-4222,male,group B,361.0,A,90.25,0.0,1.0
std-4224,male,group B,358.0,A,89.5,1.0,1.0
std-4227,male,group D,303.0,B,75.75,1.0,1.0
std-4229,male,group E,252.0,B,63.0,1.0,0.0
std-4230,male,group A,292.0,B,73.0,1.0,1.0
std-4231,male,group D,332.0,A,83.0,1.0,0.0
std-4232,male,group B,294.0,B,73.5,0.0,0.0
std-4233,male,group B,299.0,B,74.75,1.0,0.0
std-4234,male,group D,286.0,B,71.5,1.0,0.0
std-4237,male,group B,287.0,B,71.75,0.0,0.0
std-4239,male,group E,254.0,B,63.5,0.0,0.0
std-4240,male,group B,311.0,B,77.75,1.0,1.0
std-4241,male,group C,276.0,B,69.0,1.0,1.0
std-4242,male,group B,311.0,B,77.75,0.0,1.0
std-4244,male,group D,251.0,B,62.75,0.0,0.0
std-4245,male,group A,259.0,B,64.75,0.0,0.0
std-4246,male,group C,302.0,B,75.5,1.0,0.0
std-4248,male,group A,284.0,B,71.0,0.0,0.0
std-4249,male,group B,280.0,B,70.0,1.0,0.0
std-4250,male,group D,276.0,B,69.0,1.0,1.0
std-4252,male,group C,266.0,B,66.5,1.0,1.0
std-4256,male,group D,286.0,B,71.5,0.0,1.0
std-4262,male,group D,304.0,B,76.0,0.0,0.0
std-4265,male,group C,254.0,B,63.5,1.0,1.0
std-4269,male,group A,251.0,B,62.75,0.0,0.0
std-4272,male,group D,268.0,B,67.0,0.0,1.0
std-4273,male,group C,303.0,B,75.75,1.0,0.0
std-4275,male,group B,303.0,B,75.75,0.0,1.0
std-4276,male,group B,270.0,B,67.5,0.0,1.0
std-4278,male,group D,315.0,B,78.75,0.0,0.0
std-4279,male,group A,292.0,B,73.0,1.0,0.0
std-4280,male,group B,255.0,B,63.75,1.0,0.0
std-4283,male,group D,253.0,B,63.25,1.0,0.0
std-4284,male,group D,299.0,B,74.75,0.0,0.0
std-4285,male,group D,262.0,B,65.5,1.0,0.0
std-4291,male,group B,343.0,A,85.75,1.0,0.0
std-4292,male,group B,315.0,B,78.75,1.0,0.0
std-4294,male,group B,263.0,B,65.75,0.0,1.0
std-4296,male,group A,321.0,A,80.25,0.0,0.0
std-4298,male,group D,354.0,A,88.5,1.0,0.0
std-4300,male,group B,331.0,A,82.75,0.0,1.0
std-4302,male,group A,337.0,A,84.25,1.0,0.0
std-4303,male,group D,300.0,B,75.0,1.0,1.0
std-4305,male,group D,266.0,B,66.5,1.0,0.0
std-4306,male,group D,301.0,B,75.25,0.0,0.0
std-4308,male,group A,287.0,B,71.75,0.0,0.0
std-4309,male,group D,274.0,B,68.5,0.0,0.0
std-4311,male,group D,253.0,B,63.25,0.0,1.0
std-4313,male,group C,296.0,B,74.0,1.0,0.0
std-4315,male,group B,333.0,A,83.25,1.0,1.0
std-4317,male,group D,280.0,B,70.0,0.0,1.0
std-4318,male,group B,274.0,B,68.5,1.0,0.0
std-4320,male,group B,297.0,B,74.25,0.0,0.0
std-4323,male,group D,267.0,B,66.75,0.0,1.0
std-4324,male,group C,278.0,B,69.5,1.0,0.0
std-4325,male,group C,317.0,B,79.25,1.0,0.0
std-4326,male,group C,285.0,B,71.25,0.0,0.0
std-4327,male,group C,260.0,B,65.0,1.0,0.0
std-4328,male,group C,349.0,A,87.25,0.0,0.0
std-4330,male,group B,315.0,B,78.75,1.0,1.0
std-4333,male,group A,358.0,A,89.5,0.0,0.0
std-4334,male,group B,314.0,B,78.5,1.0,1.0
std-4335,male,group E,276.0,B,69.0,1.0,0.0
std-4341,male,group E,264.0,B,66.0,0.0,0.0
std-4343,male,group C,268.0,B,67.0,1.0,0.0
std-4344,male,group C,263.0,B,65.75,0.0,1.0
std-4345,male,group E,263.0,B,65.75,1.0,1.0
std-4346,male,group E,281.0,B,70.25,1.0,1.0
std-4347,male,group E,265.0,B,66.25,0.0,0.0
std-4349,male,group D,316.0,B,79.0,1.0,1.0
std-4350,male,group C,265.0,B,66.25,0.0,0.0
std-4351,male,group C,300.0,B,75.0,1.0,0.0
std-4352,male,group C,281.0,B,70.25,1.0,0.0
std-4353,male,group E,266.0,B,66.5,1.0,1.0
std-4354,male,group B,292.0,B,73.0,0.0,1.0
std-4357,male,group C,269.0,B,67.25,0.0,0.0
std-4359,male,group B,262.0,B,65.5,1.0,0.0
std-4364,male,group D,299.0,B,74.75,0.0,1.0
std-4365,male,group E,269.0,B,67.25,1.0,0.0
std-4368,male,group B,296.0,B,74.0,1.0,0.0
std-4369,male,group B,267.0,B,66.75,1.0,0.0
std-4371,male,group B,301.0,B,75.25,0.0,1.0
std-4373,male,group B,265.0,B,66.25,1.0,0.0
std-4377,male,group C,334.0,A,83.5,1.0,0.0
std-4378,male,group E,268.0,B,67.0,1.0,0.0
std-4380,male,group C,344.0,A,86.0,1.0,0.0
std-4381,male,group B,270.0,B,67.5,1.0,1.0
std-4383,male,group E,295.0,B,73.75,1.0,0.0
std-4384,male,group C,294.0,B,73.5,0.0,0.0
std-4385,male,group D,254.0,B,63.5,0.0,1.0
std-4388,male,group D,275.0,B,68.75,1.0,1.0
std-4391,male,group A,305.0,B,76.25,1.0,1.0
std-4392,male,group D,295.0,B,73.75,0.0,0.0
std-4394,male,group D,263.0,B,65.75,1.0,0.0
std-4395,male,group C,298.0,B,74.5,0.0,0.0
std-4397,male,group C,286.0,B,71.5,1.0,0.0
std-4399,male,group C,270.0,B,67.5,0.0,0.0
std-4400,male,group E,271.0,B,67.75,1.0,0.0
std-4402,male,group B,310.0,B,77.5,0.0,1.0
std-4404,male,group C,341.0,A,85.25,1.0,1.0
std-4406,male,group C,318.0,B,79.5,0.0,0.0
std-4409,male,group E,276.0,B,69.0,1.0,0.0
std-4410,male,group C,273.0,B,68.25,0.0,1.0
std-4412,male,group E,278.0,B,69.5,1.0,0.0
std-4415,male,group D,269.0,B,67.25,1.0,1.0
std-4416,male,group B,254.0,B,63.5,1.0,0.0
std-4419,male,group D,264.0,B,66.0,1.0,0.0
std-4420,male,group D,284.0,B,71.0,0.0,0.0
std-4421,male,group C,286.0,B,71.5,1.0,1.0
std-4422,male,group B,259.0,B,64.75,0.0,0.0
std-4423,male,group B,281.0,B,70.25,1.0,1.0
std-4424,male,group D,315.0,B,78.75,0.0,1.0
std-4427,male,group C,277.0,B,69.25,1.0,0.0
std-4430,male,group C,277.0,B,69.25,1.0,0.0
std-4431,male,group D,265.0,B,66.25,0.0,0.0
std-4432,male,group C,266.0,B,66.5,1.0,0.0
std-4433,male,group D,252.0,B,63.0,0.0,1.0
std-4435,male,group C,268.0,B,67.0,0.0,0.0
std-4436,male,group D,267.0,B,66.75,1.0,1.0
std-4438,male,group E,273.0,B,68.25,0.0,1.0
std-4439,male,group D,251.0,B,62.75,1.0,0.0
std-4440,male,group C,284.0,B,71.0,1.0,0.0
std-4441,male,group E,309.0,B,77.25,1.0,0.0
std-4442,male,group B,284.0,B,71.0,1.0,1.0
std-4443,male,group B,282.0,B,70.5,0.0,1.0
std-4444,male,group B,306.0,B,76.5,0.0,0.0
std-4445,male,group D,323.0,A,80.75,1.0,0.0
std-4446,male,group C,250.0,B,62.5,1.0,0.0
std-4447,male,group D,281.0,B,70.25,1.0,0.0
std-4448,male,group D,272.0,B,68.0,0.0,0.0
std-4450,male,group B,274.0,B,68.5,0.0,1.0
std-4451,male,group E,263.0,B,65.75,1.0,0.0
std-4452,male,group D,266.0,B,66.5,1.0,0.0
std-4453,male,group D,276.0,B,69.0,1.0,1.0
std-4454,male,group D,283.0,B,70.75,0.0,0.0
std-4455,male,group D,283.0,B,70.75,0.0,0.0
std-4456,male,group D,271.0,B,67.75,1.0,0.0
std-4457,male,group B,259.0,B,64.75,1.0,0.0
std-4459,male,group A,323.0,A,80.75,0.0,0.0
std-4460,male,group D,313.0,B,78.25,1.0,0.0
std-4461,male,group E,281.0,B,70.25,0.0,0.0
std-4462,male,group D,328.0,A,82.0,0.0,1.0
std-4465,male,group C,290.0,B,72.5,0.0,0.0
std-4466,male,group D,251.0,B,62.75,1.0,0.0
std-4468,male,group C,268.0,B,67.0,0.0,0.0
std-4469,male,group D,285.0,B,71.25,1.0,1.0
std-4470,male,group E,303.0,B,75.75,1.0,0.0
std-4471,male,group D,307.0,B,76.75,0.0,1.0
std-4472,male,group B,256.0,B,64.0,1.0,0.0
std-4475,male,group D,296.0,B,74.0,1.0,1.0
std-4476,male,group B,275.0,B,68.75,1.0,1.0
std-4478,male,group D,256.0,B,64.0,1.0,1.0
std-4483,male,group C,334.0,A,83.5,1.0,0.0
std-4486,male,group E,314.0,B,78.5,1.0,0.0
std-4488,male,group C,335.0,A,83.75,1.0,1.0
std-4489,male,group C,300.0,B,75.0,0.0,1.0
std-4495,male,group D,262.0,B,,1.0,0.0
std-4497,male,group B,284.0,B,71.0,1.0,
std-4498,male,group C,258.0,B,64.5,,0.0
std-4502,,group B,300.0,B,75.0,0.0,0.0
std-4504,male,group B,333.0,A,83.25,0.0,1.0
std-4505,male,group C,302.0,B,75.5,1.0,0.0
std-4509,male,group D,322.0,A,80.5,1.0,0.0
std-4510,male,group A,377.0,A,94.25,1.0,0.0
std-4514,male,group E,264.0,B,66.0,1.0,0.0
std-4519,male,group A,262.0,B,65.5,1.0,1.0
std-4520,male,group D,294.0,B,73.5,1.0,0.0
std-4522,male,group E,310.0,B,77.5,1.0,1.0
std-4523,male,group C,304.0,B,76.0,0.0,0.0
std-4525,male,group D,348.0,A,87.0,0.0,0.0
std-4526,male,group C,303.0,B,75.75,1.0,1.0
std-4528,male,group A,314.0,B,78.5,1.0,1.0
std-4529,male,group D,251.0,B,62.75,1.0,0.0
std-4530,male,group D,326.0,A,81.5,0.0,0.0
std-4531,male,group A,290.0,B,72.5,1.0,0.0
std-4533,male,group E,307.0,B,76.75,1.0,1.0
std-4535,male,group D,294.0,B,73.5,1.0,0.0
std-4536,male,group C,331.0,A,82.75,0.0,0.0
std-4537,male,group C,276.0,B,69.0,1.0,0.0
std-4538,male,group B,265.0,B,66.25,1.0,1.0
std-4543,male,group E,331.0,A,82.75,0.0,1.0
std-4545,male,group B,250.0,B,62.5,0.0,0.0
std-4548,male,group D,284.0,B,71.0,1.0,0.0
std-4554,male,group D,273.0,B,68.25,1.0,1.0
std-4556,male,group C,314.0,B,78.5,1.0,1.0
std-4557,male,group D,339.0,A,84.75,0.0,1.0
std-4558,male,group B,293.0,B,73.25,1.0,1.0
std-4561,male,group C,290.0,B,72.5,1.0,0.0
std-4563,male,group C,328.0,A,82.0,1.0,0.0
std-4564,male,group C,266.0,B,66.5,1.0,0.0
std-4565,male,group B,298.0,B,74.5,1.0,1.0
std-4566,male,group B,251.0,B,62.75,0.0,1.0
std-4567,male,group C,274.0,B,68.5,0.0,0.0
std-4569,male,group E,270.0,B,67.5,1.0,0.0
std-4570,male,group B,250.0,B,62.5,1.0,0.0
std-4574,male,group C,331.0,A,82.75,0.0,0.0
std-4575,male,group A,314.0,B,78.5,1.0,0.0
std-4577,male,group A,274.0,B,68.5,1.0,0.0
std-4579,male,group A,261.0,B,65.25,1.0,0.0
std-4580,male,group A,292.0,B,73.0,0.0,0.0
std-4583,male,group C,251.0,B,62.75,0.0,1.0
std-4584,male,group D,279.0,B,69.75,1.0,1.0
std-4585,male,group B,262.0,B,65.5,1.0,1.0
std-4587,male,group C,303.0,B,75.75,1.0,0.0
std-4591,male,group D,253.0,B,63.25,0.0,0.0
std-4595,male,group D,302.0,B,75.5,1.0,1.0
std-4596,male,group D,322.0,A,80.5,1.0,0.0
std-4600,male,group E,349.0,A,87.25,1.0,1.0
std-4602,male,group C,308.0,B,77.0,0.0,1.0
std-4603,male,group C,302.0,B,75.5,1.0,0.0
std-4605,male,group A,264.0,B,66.0,1.0,0.0
std-4606,male,group E,273.0,B,68.25,0.0,0.0
std-4608,male,group D,302.0,B,75.5,1.0,0.0
std-4609,male,group C,302.0,B,75.5,1.0,0.0
std-4610,male,group C,293.0,B,73.25,0.0,0.0
std-4613,male,group E,254.0,B,63.5,1.0,0.0
std-4614,male,group E,267.0,B,66.75,1.0,1.0
std-4615,male,group D,333.0,A,83.25,0.0,0.0
std-4620,male,group B,286.0,B,71.5,0.0,0.0
std-4624,male,group B,292.0,B,73.0,0.0,1.0
std-4625,male,group C,340.0,A,85.0,1.0,1.0
std-4629,male,group B,261.0,B,65.25,0.0,0.0
std-4630,male,group E,285.0,B,71.25,1.0,0.0
std-4632,male,group E,298.0,B,74.5,1.0,0.0
std-4638,male,group A,304.0,B,76.0,1.0,1.0
std-4639,male,group B,293.0,B,73.25,1.0,1.0
std-4640,male,group B,290.0,B,72.5,0.0,0.0
std-4646,male,group D,285.0,B,71.25,0.0,0.0
std-4647,male,group E,258.0,B,64.5,1.0,0.0
std-4648,male,group B,260.0,B,65.0,1.0,0.0
std-4653,male,group C,279.0,B,69.75,1.0,0.0
std-4655,male,group C,257.0,B,64.25,0.0,1.0
std-4656,male,group E,300.0,B,75.0,0.0,0.0
std-4659,male,group B,335.0,A,83.75,0.0,0.0
std-4660,male,group D,253.0,B,63.25,1.0,0.0
std-4662,male,group A,267.0,B,66.75,0.0,0.0
std-4663,male,group B,367.0,A,91.75,1.0,0.0
std-4667,male,group C,288.0,B,72.0,0.0,0.0
std-4669,male,group D,292.0,B,73.0,0.0,1.0
std-4670,male,group C,283.0,B,70.75,0.0,0.0
std-4676,male,group C,255.0,B,63.75,1.0,0.0
std-4677,male,group E,287.0,B,71.75,1.0,1.0
std-4678,male,group A,256.0,B,64.0,0.0,1.0
std-4679,male,group B,312.0,B,78.0,1.0,1.0
std-4680,male,group E,263.0,B,65.75,1.0,1.0
std-4681,male,group C,275.0,B,68.75,0.0,0.0
std-4683,male,group A,283.0,B,70.75,0.0,1.0
std-4687,male,group B,280.0,B,70.0,1.0,1.0
std-4688,male,group C,287.0,B,71.75,1.0,0.0
std-4689,male,group D,323.0,A,80.75,1.0,0.0
std-4690,male,group C,285.0,B,71.25,1.0,1.0
std-4692,male,group B,313.0,B,78.25,1.0,0.0
std-4693,male,group E,258.0,B,64.5,1.0,0.0
std-4696,male,group D,286.0,B,71.5,1.0,0.0
std-4700,male,group B,271.0,B,67.75,1.0,1.0
std-4702,male,group D,275.0,B,68.75,1.0,0.0
std-4703,male,group C,260.0,B,65.0,1.0,0.0
std-4709,male,group D,272.0,B,68.0,1.0,0.0
std-4712,male,group D,325.0,A,81.25,1.0,0.0
std-4714,male,group C,298.0,B,74.5,0.0,0.0
std-4716,male,group B,317.0,B,79.25,1.0,0.0
std-4719,male,group D,341.0,A,85.25,0.0,0.0
std-4720,male,group C,314.0,B,78.5,0.0,0.0
std-4723,male,group D,312.0,B,78.0,1.0,0.0
std-4725,male,group D,285.0,B,71.25,1.0,0.0
std-4727,male,group D,264.0,B,66.0,0.0,0.0
std-4728,male,group E,270.0,B,67.5,1.0,1.0
std-4729,male,group C,266.0,B,66.5,0.0,0.0
std-4730,male,group D,304.0,B,76.0,1.0,0.0
std-4735,male,group E,258.0,B,64.5,1.0,0.0
std-4737,male,group C,260.0,B,65.0,0.0,0.0
std-4739,male,group A,281.0,B,70.25,1.0,1.0
std-4742,male,group B,254.0,B,63.5,0.0,1.0
std-4744,male,group A,318.0,B,79.5,0.0,1.0
std-4745,male,group C,278.0,B,69.5,1.0,0.0
std-4747,male,group E,345.0,A,86.25,1.0,0.0
std-4748,male,group C,258.0,B,64.5,0.0,0.0
std-4750,male,group C,281.0,B,70.25,0.0,1.0
std-4752,male,group C,267.0,B,66.75,0.0,1.0
std-4753,male,group A,293.0,B,73.25,1.0,1.0
std-4754,male,group C,298.0,B,74.5,1.0,0.0
std-4762,male,group E,252.0,B,63.0,1.0,1.0
std-4763,male,group E,295.0,B,73.75,0.0,0.0
std-4764,male,group D,267.0,B,66.75,1.0,1.0
std-4767,male,group D,303.0,B,75.75,1.0,0.0
std-4768,male,group B,301.0,B,75.25,0.0,0.0
std-4769,male,group D,275.0,B,68.75,0.0,0.0
std-4771,male,group D,278.0,B,69.5,0.0,1.0
std-4772,male,group D,346.0,A,86.5,0.0,0.0
std-4773,male,group D,251.0,B,62.75,0.0,1.0
std-4777,male,group B,287.0,B,71.75,1.0,1.0
std-4778,male,group B,315.0,B,78.75,1.0,0.0
std-4779,male,group C,330.0,A,82.5,1.0,1.0
std-4781,male,group D,263.0,B,65.75,1.0,0.0
std-4782,male,group C,279.0,B,69.75,1.0,0.0
std-4791,male,group B,276.0,B,69.0,0.0,0.0
std-4792,male,group C,270.0,B,67.5,1.0,0.0
std-4793,male,group C,250.0,B,62.5,0.0,1.0
std-4795,male,group B,267.0,B,66.75,0.0,1.0
std-4797,male,group C,279.0,B,69.75,1.0,0.0
std-4798,male,group C,299.0,B,74.75,0.0,0.0
std-4800,male,group D,299.0,B,74.75,0.0,0.0
std-4801,male,group C,295.0,B,73.75,1.0,0.0
std-4804,male,group C,270.0,B,67.5,1.0,1.0
std-4805,male,group C,278.0,B,69.5,0.0,0.0
std-4806,male,group D,307.0,B,76.75,1.0,1.0
std-4807,male,group C,341.0,A,85.25,1.0,1.0
std-4808,male,group B,335.0,A,83.75,1.0,0.0
std-4809,male,group B,294.0,B,73.5,0.0,0.0
std-4812,male,group C,291.0,B,72.75,1.0,0.0
std-4816,male,group D,262.0,B,65.5,1.0,1.0
std-4820,male,group C,287.0,B,71.75,1.0,1.0
std-4822,male,group B,250.0,B,62.5,1.0,1.0
std-4826,male,group D,268.0,B,67.0,1.0,1.0
std-4827,male,group E,287.0,B,71.75,1.0,0.0
std-4829,male,group B,289.0,B,72.25,0.0,0.0
std-4832,male,group C,266.0,B,66.5,1.0,0.0
std-4833,male,group D,319.0,B,79.75,0.0,0.0
std-4834,male,group C,338.0,A,84.5,1.0,1.0
std-4835,male,group C,289.0,B,72.25,0.0,1.0
std-4840,male,group C,254.0,B,63.5,0.0,0.0
std-4841,male,group E,264.0,B,66.0,1.0,0.0
std-4843,male,group D,258.0,B,64.5,1.0,0.0
std-4845,male,group E,294.0,B,73.5,0.0,1.0
std-4847,male,group D,276.0,B,69.0,1.0,0.0
std-4851,male,group D,290.0,B,72.5,1.0,1.0
std-4852,male,group B,331.0,A,82.75,0.0,1.0
std-4853,male,group B,264.0,B,66.0,1.0,0.0
std-4854,male,group C,311.0,B,77.75,0.0,0.0
std-4856,male,group C,288.0,B,72.0,0.0,0.0
std-4857,male,group B,293.0,B,73.25,1.0,1.0
std-4861,male,group C,262.0,B,65.5,1.0,0.0
std-4862,male,group E,254.0,B,63.5,1.0,1.0
std-4863,male,group C,320.0,A,80.0,0.0,0.0
std-4864,male,group E,332.0,A,83.0,1.0,0.0
std-4865,male,group C,286.0,B,71.5,1.0,0.0
std-4866,male,group C,315.0,B,78.75,0.0,0.0
std-4869,male,group C,299.0,B,74.75,1.0,1.0
std-4870,male,group C,284.0,B,71.0,1.0,0.0
std-4871,male,group E,338.0,A,84.5,1.0,1.0
std-4873,male,group C,275.0,B,68.75,0.0,0.0
std-4877,male,group C,263.0,B,65.75,1.0,1.0
std-4878,male,group E,265.0,B,66.25,0.0,1.0
std-4880,male,group C,296.0,B,74.0,1.0,0.0
std-4881,male,group D,321.0,A,80.25,1.0,1.0
std-4882,male,group C,283.0,B,70.75,0.0,0.0
std-4884,male,group B,260.0,B,65.0,0.0,0.0
std-4885,male,group C,253.0,B,63.25,0.0,0.0
std-4886,male,group C,255.0,B,63.75,1.0,1.0
std-4887,male,group D,276.0,B,69.0,1.0,0.0
std-4889,male,group C,254.0,B,63.5,1.0,0.0
std-4891,male,group C,294.0,B,73.5,0.0,0.0
std-4894,male,group B,277.0,B,69.25,1.0,0.0
std-4895,male,group B,322.0,A,80.5,0.0,0.0
std-4897,male,group A,255.0,B,63.75,0.0,1.0
std-4898,male,group D,309.0,B,77.25,1.0,1.0
std-4900,male,group B,335.0,A,83.75,0.0,1.0
std-4902,male,group C,290.0,B,72.5,1.0,0.0
std-4903,male,group E,304.0,B,76.0,1.0,1.0
std-4905,male,group B,263.0,B,65.75,0.0,1.0
std-4906,male,group D,254.0,B,63.5,0.0,0.0
std-4907,male,group D,271.0,B,67.75,1.0,1.0
std-4908,male,group D,256.0,B,64.0,1.0,0.0
std-4913,male,group B,320.0,A,80.0,0.0,1.0
std-4914,male,group B,256.0,B,64.0,1.0,0.0
std-4916,male,group C,344.0,A,86.0,1.0,0.0
std-4917,male,group D,274.0,B,68.5,1.0,1.0
std-4919,male,group C,262.0,B,65.5,1.0,0.0
std-4921,male,group B,366.0,A,91.5,0.0,1.0
std-4924,male,group C,266.0,B,66.5,0.0,1.0
std-4925,male,group C,271.0,B,67.75,0.0,0.0
std-4926,male,group E,297.0,B,74.25,0.0,1.0
std-4927,male,group A,279.0,B,69.75,0.0,0.0
std-4928,male,group A,266.0,B,66.5,0.0,1.0
std-4929,male,group B,284.0,B,71.0,1.0,0.0
std-4930,male,group D,306.0,B,76.5,1.0,1.0
std-4931,male,group C,288.0,B,72.0,1.0,0.0
std-4932,male,group C,272.0,B,68.0,0.0,0.0
std-4934,male,group D,267.0,B,66.75,1.0,1.0
std-4935,male,group C,271.0,B,67.75,1.0,0.0
std-4936,male,group A,258.0,B,64.5,1.0,0.0
std-4938,male,group D,317.0,B,79.25,1.0,0.0
std-4939,male,group B,253.0,B,63.25,1.0,0.0
std-4941,male,group B,260.0,B,65.0,1.0,0.0
std-4942,male,group D,262.0,B,65.5,1.0,1.0
std-4943,male,group B,286.0,B,71.5,1.0,0.0
std-4945,male,group B,283.0,B,70.75,0.0,1.0
std-4946,male,group C,273.0,B,68.25,0.0,1.0
std-4948,male,group B,271.0,B,67.75,1.0,1.0
std-4949,male,group D,253.0,B,63.25,1.0,1.0
std-4952,male,group D,341.0,A,85.25,1.0,1.0
std-4954,male,group C,269.0,B,67.25,1.0,0.0
std-4955,male,group D,278.0,B,69.5,1.0,1.0
std-4956,male,group C,321.0,A,80.25,1.0,1.0
std-4957,male,group C,278.0,B,69.5,0.0,0.0
std-4958,male,group D,294.0,B,73.5,0.0,1.0
std-4959,male,group B,364.0,A,91.0,0.0,1.0
std-4966,male,group D,250.0,B,62.5,0.0,0.0
std-4968,male,group C,268.0,B,67.0,0.0,0.0
std-4969,male,group D,285.0,B,71.25,1.0,1.0
std-4970,male,group D,259.0,B,64.75,1.0,1.0
std-4972,male,group A,335.0,A,83.75,0.0,0.0
std-4973,male,group C,255.0,B,63.75,0.0,0.0
std-4974,male,group C,273.0,B,68.25,1.0,0.0
std-4975,male,group C,255.0,B,63.75,1.0,1.0
std-4981,male,group C,334.0,A,83.5,1.0,0.0
std-4984,male,group D,259.0,B,64.75,1.0,1.0
std-4986,male,group C,304.0,B,76.0,1.0,0.0
std-4994,male,group C,257.0,B,64.25,1.0,0.0
std-4995,male,group B,328.0,A,82.0,1.0,1.0
std-4996,male,group E,263.0,B,65.75,0.0,0.0
std-4997,male,group E,320.0,A,80.0,1.0,0.0
std-5000,male,group A,257.0,B,64.25,0.0,0.0
std-5002,female,group B,252.0,B,63.0,0.0,1.0
std-5003,female,group A,268.0,B,67.0,1.0,1.0
std-5004,female,group B,330.0,A,82.5,1.0,0.0
std-5006,female,group A,323.0,A,80.75,1.0,1.0
std-5007,female,group D,308.0,B,77.0,0.0,0.0
std-5008,female,group B,283.0,B,70.75,1.0,1.0
std-5009,female,group B,259.0,B,64.75,1.0,1.0
std-5010,female,group B,260.0,B,65.0,1.0,1.0
std-5011,female,group D,308.0,B,77.0,0.0,0.0
std-5013,female,group D,288.0,B,72.0,1.0,0.0
std-5014,female,group A,295.0,B,73.75,1.0,0.0
std-5015,female,group D,283.0,B,70.75,0.0,0.0
std-5016,female,group B,308.0,B,77.0,1.0,1.0
std-5017,female,group E,295.0,B,73.75,1.0,0.0
std-5018,female,group D,283.0,B,70.75,1.0,0.0
std-5019,female,group D,288.0,B,72.0,1.0,1.0
std-5020,female,group E,272.0,B,68.0,0.0,1.0
std-5021,female,group C,296.0,B,74.0,1.0,0.0
std-5022,female,group C,305.0,B,76.25,1.0,1.0
std-5023,female,group C,276.0,B,69.0,0.0,0.0
std-5025,female,group D,290.0,B,72.5,1.0,0.0
std-5026,female,group D,288.0,B,72.0,1.0,1.0
std-5027,female,group C,302.0,B,75.5,1.0,1.0
std-5028,female,group C,258.0,B,64.5,1.0,1.0
std-5029,female,group C,270.0,B,67.5,1.0,1.0
std-5030,female,group E,297.0,B,74.25,1.0,0.0
std-5031,female,group E,250.0,B,62.5,0.0,0.0
std-5032,female,group A,264.0,B,66.0,1.0,0.0
std-5033,female,group C,308.0,B,77.0,1.0,0.0
std-5034,female,group D,294.0,B,73.5,1.0,1.0
std-5036,female,group E,322.0,A,80.5,1.0,0.0
std-5037,female,group C,338.0,A,84.5,1.0,1.0
std-5038,female,group B,316.0,B,79.0,1.0,1.0
std-5039,female,group C,272.0,B,68.0,0.0,0.0
std-5040,female,group D,287.0,B,71.75,0.0,0.0
std-5041,female,group C,332.0,A,83.0,0.0,0.0
std-5042,female,group C,295.0,B,73.75,0.0,1.0
std-5043,female,group B,268.0,B,67.0,0.0,1.0
std-5044,female,group C,301.0,B,75.25,1.0,0.0
std-5045,female,group C,294.0,B,73.5,1.0,0.0
std-5046,female,group C,308.0,B,77.0,1.0,1.0
std-5047,female,group B,370.0,A,92.5,1.0,1.0
std-5048,female,group E,259.0,B,64.75,1.0,0.0
std-5049,female,group C,258.0,B,64.5,1.0,0.0
std-5050,female,group D,284.0,B,71.0,1.0,1.0
std-5051,female,group C,283.0,B,70.75,1.0,1.0
std-5052,female,group E,290.0,B,72.5,1.0,1.0
std-5053,female,group C,252.0,B,63.0,0.0,1.0
std-5054,female,group C,255.0,B,63.75,1.0,0.0
std-5055,female,group B,313.0,B,78.25,1.0,0.0
std-5057,female,group D,309.0,B,77.25,1.0,0.0
std-5058,female,group C,278.0,B,69.5,0.0,0.0
std-5059,female,group C,305.0,B,76.25,1.0,1.0
std-5060,female,group C,289.0,B,72.25,1.0,1.0
std-5061,female,group C,309.0,B,77.25,0.0,0.0
