roll_no,gender,race_ethnicity,parental_level_of_education,lunch,test_preparation_course,math_score,reading_score,writing_score,science_score,total_score,grade,academic_strength,is_at_risk,performance_balance,socioeconomic_proxy,parental_education_level,gender_binary,high_achiever,science_strong,is_outlier
std-608,male,group E,high school,0.0,0.0,46.0,84.0,73.0,80.0,283.0,B,70.75,0,17.114808402861737,0.0,2.0,0,1,1,False
std-609,male,group B,bachelor's degree,1.0,1.0,48.0,80.0,47.0,58.0,233.0,C,58.25,0,15.326991442115007,1.0,5.0,0,0,0,False
std-610,male,group A,associate's degree,0.0,0.0,74.0,87.0,35.0,77.0,273.0,B,68.25,0,22.85278976405288,0.0,4.0,0,1,1,False
std-611,male,group D,high school,0.0,0.0,90.0,70.0,96.0,37.0,293.0,B,73.25,0,26.60043859287537,0.0,2.0,0,1,0,False
std-612,male,group E,bachelor's degree,1.0,0.0,24.0,65.0,93.0,35.0,217.0,C,54.25,0,31.10600156454271,0.5,5.0,0,0,0,False
std-613,male,group A,some college,1.0,1.0,12.0,34.0,76.0,66.0,188.0,D,47.0,1,29.416548630546945,1.0,3.0,0,0,1,False
std-614,male,group C,associate's degree,1.0,0.0,85.0,76.0,74.0,58.0,293.0,B,73.25,0,11.236102527122116,0.5,4.0,0,1,0,False
std-615,male,group E,high school,1.0,0.0,50.0,41.0,76.0,77.0,244.0,C,61.0,0,18.275666882497067,0.5,2.0,0,0,1,False
std-616,male,group D,bachelor's degree,1.0,0.0,24.0,58.0,100.0,39.0,221.0,C,55.25,0,32.91782698376874,0.5,5.0,0,0,0,False
std-617,male,group D,master's degree,0.0,0.0,29.0,91.0,51.0,65.0,236.0,C,59.0,0,25.974346318370873,0.0,6.0,0,0,1,False
std-618,male,group C,some college,1.0,1.0,26.0,55.0,55.0,54.0,190.0,D,47.5,1,14.341083176199302,1.0,3.0,0,0,1,False
std-619,male,group C,bachelor's degree,1.0,1.0,98.0,60.0,90.0,100.0,348.0,A,87.0,0,18.51125783588643,1.0,5.0,0,1,1,False
std-620,male,group C,some high school,1.0,1.0,48.0,65.0,63.0,57.0,233.0,C,58.25,0,7.632168761236874,1.0,1.0,0,0,0,False
std-621,male,group C,high school,0.0,0.0,86.0,87.0,95.0,90.0,358.0,A,89.5,0,4.041451884327381,0.0,2.0,0,1,1,False
std-622,male,group B,some college,0.0,0.0,81.0,100.0,100.0,65.0,346.0,A,86.5,0,16.901676445449624,0.0,3.0,0,1,0,False
std-623,male,group D,high school,0.0,1.0,29.0,79.0,45.0,35.0,188.0,D,47.0,1,22.3308456325923,0.5,2.0,0,0,0,False
std-624,male,group A,some high school,0.0,0.0,35.0,66.0,95.0,67.0,263.0,B,65.75,0,24.513601666557825,0.0,1.0,0,1,1,False
std-625,male,group D,some college,1.0,0.0,59.0,51.0,43.0,72.0,225.0,C,56.25,0,12.365947867699695,0.5,3.0,0,0,1,False
std-626,male,group C,some high school,1.0,0.0,90.0,85.0,94.0,38.0,307.0,B,76.75,0,26.094379982415113,0.5,1.0,0,1,0,False
std-627,male,group C,bachelor's degree,1.0,0.0,96.0,36.0,78.0,76.0,286.0,B,71.5,0,25.317977802344327,0.5,5.0,0,1,1,False
std-628,male,group D,high school,0.0,1.0,27.0,80.0,100.0,10.0,217.0,C,54.25,0,42.6487592629219,0.5,2.0,0,0,0,True
std-629,male,group B,bachelor's degree,1.0,0.0,19.0,44.0,61.0,56.0,180.0,D,45.0,1,18.743887892679396,0.5,5.0,0,0,1,False
std-630,male,group B,associate's degree,1.0,1.0,76.0,66.0,89.0,96.0,327.0,A,81.75,0,13.375973484822204,1.0,4.0,0,1,1,False
std-631,male,group C,some high school,0.0,0.0,78.0,38.0,28.0,44.0,188.0,D,47.0,1,21.694853460363973,0.0,1.0,0,0,0,False
std-632,male,group E,master's degree,1.0,0.0,48.0,77.0,81.0,15.0,221.0,C,55.25,0,30.598202561588483,0.5,6.0,0,0,0,False
std-633,male,group C,some high school,1.0,1.0,40.0,86.0,54.0,28.0,208.0,C,52.0,0,25.03331114069145,1.0,1.0,0,0,0,False
std-634,male,group D,some high school,1.0,0.0,63.0,79.0,85.0,55.0,282.0,B,70.5,0,13.892443989449804,0.5,1.0,0,1,0,False
std-635,male,group D,some high school,0.0,0.0,41.0,76.0,81.0,72.0,270.0,B,67.5,0,18.046236911518886,0.0,1.0,0,1,1,False
std-636,male,group E,bachelor's degree,1.0,1.0,24.0,49.0,59.0,36.0,168.0,D,42.0,1,15.253414918196734,1.0,5.0,0,0,0,False
std-637,male,group D,associate's degree,0.0,0.0,42.0,70.0,94.0,82.0,288.0,B,72.0,0,22.271057451320086,0.0,4.0,0,1,1,False
std-638,male,group D,some high school,1.0,1.0,100.0,40.0,38.0,59.0,237.0,C,59.25,0,28.76774814498579,1.0,1.0,0,0,0,False
std-639,male,group E,high school,0.0,1.0,78.0,35.0,81.0,50.0,244.0,C,61.0,0,22.2560853101648,0.5,2.0,0,0,0,False
std-640,male,group C,high school,1.0,1.0,100.0,61.0,38.0,29.0,228.0,C,57.0,0,31.675437381878933,1.0,2.0,0,0,0,False
std-641,male,group B,high school,1.0,1.0,52.0,49.0,44.0,65.0,210.0,C,52.5,0,8.962886439832502,1.0,2.0,0,0,1,False
std-642,male,group B,some college,1.0,1.0,69.0,49.0,61.0,36.0,215.0,C,53.75,0,14.407752542757436,1.0,3.0,0,0,0,False
std-643,male,group C,high school,1.0,0.0,43.0,72.0,71.0,43.0,229.0,C,57.25,0,16.45954636879968,0.5,2.0,0,0,0,False
std-644,male,group E,some high school,0.0,0.0,79.0,75.0,69.0,77.0,300.0,B,75.0,0,4.320493798938574,0.0,1.0,0,1,1,False
std-645,male,group E,associate's degree,0.0,1.0,66.0,94.0,73.0,100.0,333.0,A,83.25,0,16.31716887208072,0.5,4.0,0,1,1,False
std-646,male,,some college,1.0,0.0,68.0,100.0,89.0,96.0,353.0,A,88.25,0,14.244882121894399,0.5,3.0,0,1,1,False
std-647,male,group C,,0.0,1.0,50.0,82.0,87.0,100.0,319.0,B,79.75,0,21.234798484249072,0.5,,0,1,1,False
std-648,male,group D,high school,,0.0,49.0,88.0,79.0,75.0,291.0,B,72.75,0,16.740669042783207,,2.0,0,1,1,False
std-649,male,group D,associate's degree,0.0,,34.0,66.0,100.0,80.0,280.0,B,70.0,0,27.760883751542686,,4.0,0,1,1,False
std-650,male,group D,high school,1.0,0.0,,98.0,54.0,75.0,246.0,C,,0,22.00757445365875,0.5,2.0,0,0,0,False
std-651,male,group B,high school,0.0,0.0,28.0,,90.0,82.0,260.0,B,,0,33.724372986511305,0.0,2.0,0,1,0,False
std-652,male,group C,bachelor's degree,1.0,0.0,83.0,34.0,,100.0,281.0,B,,0,34.26854728950927,0.5,5.0,0,1,0,False
std-653,male,group D,some college,1.0,0.0,38.0,72.0,68.0,,228.0,C,,0,18.583146486355137,0.5,3.0,0,0,0,False
std-654,male,group B,some high school,1.0,1.0,96.0,88.0,72.0,95.0,,A,87.75,0,11.086778913041726,1.0,1.0,0,1,1,False
std-655,male,group C,some college,1.0,0.0,21.0,100.0,79.0,100.0,300.0,B,75.0,0,37.33630940518894,0.5,3.0,0,1,1,False
std-656,male,group C,some high school,1.0,1.0,69.0,100.0,71.0,86.0,326.0,A,81.5,0,14.479871085982314,1.0,1.0,0,1,1,False
std-657,male,group D,associate's degree,0.0,0.0,68.0,98.0,89.0,76.0,331.0,A,82.75,0,13.35102992281869,0.0,4.0,0,1,0,False
std-658,male,group D,high school,1.0,0.0,20.0,74.0,87.0,60.0,241.0,C,60.25,0,29.01005572785639,0.5,2.0,0,0,0,False
std-659,male,group D,high school,1.0,1.0,54.0,48.0,82.0,66.0,250.0,B,62.5,0,15.0,1.0,2.0,0,1,1,False
std-660,male,group D,master's degree,0.0,0.0,16.0,72.0,54.0,64.0,206.0,C,51.5,0,24.78574859336174,0.0,6.0,0,0,1,False
std-661,male,group A,bachelor's degree,1.0,0.0,47.0,91.0,63.0,69.0,270.0,B,67.5,0,18.211717839530316,0.5,5.0,0,1,1,False
std-662,male,group C,some college,1.0,0.0,35.0,100.0,62.0,83.0,280.0,B,70.0,0,28.035691537752374,0.5,3.0,0,1,1,False
std-663,male,group C,some high school,0.0,0.0,49.0,67.0,95.0,37.0,248.0,C,62.0,0,25.219040425836983,0.0,1.0,0,0,0,False
std-664,male,group A,some college,0.0,0.0,35.0,69.0,48.0,75.0,227.0,C,56.75,0,18.553975315279473,0.0,3.0,0,0,1,False
std-665,male,group D,high school,0.0,1.0,91.0,46.0,50.0,86.0,273.0,B,68.25,0,23.528351691806492,0.5,2.0,0,1,1,False
std-666,male,group D,bachelor's degree,0.0,0.0,31.0,76.0,89.0,55.0,251.0,B,62.75,0,25.38208029299411,0.0,5.0,0,1,0,False
std-667,male,group C,high school,1.0,0.0,25.0,53.0,53.0,59.0,190.0,D,47.5,1,15.264337522473747,0.5,2.0,0,0,1,False
std-668,male,group D,high school,1.0,0.0,43.0,75.0,59.0,45.0,222.0,C,55.5,0,14.82115605027714,0.5,2.0,0,0,0,False
std-669,male,group E,some high school,1.0,0.0,86.0,100.0,54.0,55.0,295.0,B,73.75,0,22.954665466232928,0.5,1.0,0,1,0,False
std-670,male,group E,bachelor's degree,1.0,0.0,40.0,91.0,100.0,43.0,274.0,B,68.5,0,31.416556144810016,0.5,5.0,0,1,0,False
std-671,male,group E,high school,1.0,0.0,39.0,85.0,68.0,66.0,258.0,B,64.5,0,19.017535767461215,0.5,2.0,0,1,1,False
std-672,male,group D,high school,0.0,0.0,43.0,49.0,63.0,41.0,196.0,D,49.0,1,9.93310961716756,0.0,2.0,0,0,0,False
std-673,male,group D,associate's degree,0.0,1.0,21.0,52.0,52.0,49.0,174.0,D,43.5,1,15.066519173319364,0.5,4.0,0,0,1,False
std-674,male,group C,bachelor's degree,1.0,1.0,67.0,78.0,85.0,69.0,299.0,B,74.75,0,8.341662504161466,1.0,5.0,0,1,0,False
std-675,male,group D,high school,1.0,0.0,14.0,89.0,48.0,44.0,195.0,D,48.75,1,30.826125283596703,0.5,2.0,0,0,0,False
std-676,male,group D,some college,0.0,1.0,29.0,65.0,66.0,66.0,226.0,C,56.5,0,18.33939293797189,0.5,3.0,0,0,1,False
std-677,male,group C,bachelor's degree,0.0,0.0,94.0,73.0,82.0,51.0,300.0,B,75.0,0,18.16590212458495,0.0,5.0,0,1,0,False
std-678,male,group E,some college,1.0,0.0,33.0,58.0,84.0,62.0,237.0,C,59.25,0,20.902551678363736,0.5,3.0,0,0,1,False
std-679,male,group B,master's degree,0.0,0.0,35.0,76.0,53.0,64.0,228.0,C,57.0,0,17.416467303484175,0.0,6.0,0,0,1,False
std-680,male,group C,bachelor's degree,0.0,0.0,49.0,75.0,48.0,56.0,228.0,C,57.0,0,12.516655570345725,0.0,5.0,0,0,0,False
std-681,male,group D,some high school,0.0,1.0,56.0,75.0,70.0,80.0,281.0,B,70.25,0,10.3400515794974,0.5,1.0,0,1,1,False
std-682,male,group E,high school,0.0,0.0,42.0,84.0,64.0,88.0,278.0,B,69.5,0,21.1266025033211,0.0,2.0,0,1,1,False
std-683,male,group C,master's degree,1.0,1.0,57.0,48.0,57.0,49.0,211.0,C,52.75,0,4.924428900898052,1.0,6.0,0,0,0,False
std-684,male,group D,some college,1.0,0.0,98.0,17.0,70.0,15.0,200.0,C,50.0,0,40.89824772122476,0.5,3.0,0,0,0,False
std-685,male,group C,some college,0.0,1.0,73.0,99.0,66.0,49.0,287.0,B,71.75,0,20.774583830568865,0.5,3.0,0,1,0,False
std-686,male,group C,associate's degree,1.0,0.0,47.0,70.0,71.0,92.0,280.0,B,70.0,0,18.384776310850235,0.5,4.0,0,1,1,False
std-687,male,group E,associate's degree,1.0,0.0,64.0,80.0,35.0,95.0,274.0,B,68.5,0,25.67099530598687,0.5,4.0,0,1,1,False
std-688,male,group E,some college,0.0,0.0,16.0,42.0,58.0,53.0,169.0,D,42.25,1,18.732769861039415,0.0,3.0,0,0,1,False
std-689,male,group B,associate's degree,1.0,0.0,98.0,63.0,78.0,61.0,300.0,B,75.0,0,17.107503227141788,0.5,4.0,0,1,0,False
std-690,male,group A,some high school,1.0,0.0,62.0,56.0,39.0,46.0,203.0,C,50.75,0,10.242883708539635,0.5,1.0,0,0,0,False
std-691,male,group B,some college,0.0,0.0,32.0,73.0,74.0,55.0,234.0,C,58.5,0,19.70617500514327,0.0,3.0,0,0,0,False
std-692,male,group B,some college,0.0,0.0,48.0,76.0,67.0,21.0,212.0,C,53.0,0,24.317346346452638,0.0,3.0,0,0,0,False
std-693,male,group D,some high school,1.0,1.0,57.0,47.0,30.0,57.0,191.0,D,47.75,1,12.737739202856996,1.0,1.0,0,0,1,False
std-694,male,group A,bachelor's degree,1.0,0.0,33.0,62.0,57.0,48.0,200.0,C,50.0,0,12.727922061357855,0.5,5.0,0,0,0,False
std-695,male,group C,some college,1.0,1.0,59.0,94.0,86.0,76.0,315.0,B,78.75,0,15.0858653491715,1.0,3.0,0,1,0,False
std-696,male,group C,some college,1.0,0.0,52.0,100.0,49.0,68.0,269.0,B,67.25,0,23.371991785040485,0.5,3.0,0,1,1,False
std-697,male,group C,some college,1.0,0.0,44.0,79.0,77.0,18.0,218.0,C,54.5,0,29.14904229415894,0.5,3.0,0,0,0,False
std-698,male,group A,associate's degree,1.0,1.0,49.0,88.0,73.0,68.0,278.0,B,69.5,0,16.09347693943108,1.0,4.0,0,1,0,False
std-699,male,group C,associate's degree,0.0,1.0,20.0,53.0,83.0,35.0,191.0,D,47.75,1,27.097047809678457,0.5,4.0,0,0,0,False
std-700,male,group A,associate's degree,1.0,0.0,21.0,62.0,56.0,38.0,177.0,D,44.25,1,18.553975315279473,0.5,4.0,0,0,0,False
std-701,male,group E,some college,0.0,0.0,51.0,99.0,76.0,99.0,325.0,A,81.25,0,22.89650628371062,0.0,3.0,0,1,1,False
std-702,male,group D,master's degree,0.0,0.0,51.0,65.0,48.0,63.0,227.0,C,56.75,0,8.5,0.0,6.0,0,0,1,False
std-703,male,group D,bachelor's degree,1.0,0.0,28.0,51.0,56.0,69.0,204.0,C,51.0,0,17.107503227141788,0.5,5.0,0,0,1,False
std-704,male,group D,master's degree,1.0,0.0,62.0,100.0,88.0,77.0,327.0,A,81.75,0,16.17353805861084,0.5,6.0,0,1,0,False
std-705,male,group D,some high school,1.0,0.0,63.0,75.0,74.0,90.0,302.0,B,75.5,0,11.090536506409418,0.5,1.0,0,1,1,False
std-706,male,group D,some college,1.0,0.0,30.0,54.0,52.0,37.0,173.0,D,43.25,1,11.644025649805712,0.5,3.0,0,0,0,False
std-707,male,group D,some college,1.0,0.0,89.0,56.0,60.0,53.0,258.0,B,64.5,0,16.583123951777,0.5,3.0,0,1,0,False
std-708,male,group A,bachelor's degree,0.0,0.0,56.0,62.0,58.0,71.0,247.0,C,61.75,0,6.652067347825035,0.0,5.0,0,0,1,False
std-709,male,group D,some high school,0.0,0.0,30.0,54.0,40.0,100.0,224.0,C,56.0,0,30.940803695659447,0.0,1.0,0,0,1,False
std-710,male,group C,bachelor's degree,1.0,0.0,69.0,68.0,70.0,56.0,263.0,B,65.75,0,6.551081335677848,0.5,5.0,0,1,0,False
std-711,male,group D,associate's degree,1.0,0.0,20.0,100.0,62.0,52.0,234.0,C,58.5,0,32.95957119462165,0.5,4.0,0,0,0,False
std-712,male,group D,bachelor's degree,1.0,0.0,59.0,87.0,43.0,99.0,288.0,B,72.0,0,25.58645474986065,0.5,5.0,0,1,1,False
std-713,male,group D,high school,1.0,1.0,58.0,100.0,49.0,100.0,307.0,B,76.75,0,27.097047809678457,1.0,2.0,0,1,1,False
std-714,male,group C,master's degree,0.0,1.0,66.0,72.0,59.0,51.0,248.0,C,62.0,0,9.055385138137417,0.5,6.0,0,0,0,False
std-715,male,group C,some high school,0.0,0.0,73.0,60.0,58.0,53.0,244.0,C,61.0,0,8.524474568362947,0.0,1.0,0,0,0,False
std-716,male,group C,high school,0.0,1.0,79.0,44.0,36.0,53.0,212.0,C,53.0,0,18.672618098881223,0.5,2.0,0,0,0,False
std-717,male,group C,high school,1.0,0.0,62.0,57.0,68.0,81.0,268.0,B,67.0,0,10.36018017861337,0.5,2.0,0,1,1,False
std-718,male,group D,associate's degree,1.0,0.0,89.0,93.0,72.0,68.0,322.0,A,80.5,0,12.342339054382412,0.5,4.0,0,1,0,False
std-719,male,group D,associate's degree,0.0,0.0,76.0,87.0,84.0,78.0,325.0,A,81.25,0,5.123475382979799,0.0,4.0,0,1,0,False
std-720,male,group A,associate's degree,1.0,0.0,30.0,100.0,64.0,48.0,242.0,C,60.5,0,29.77135088190211,0.5,4.0,0,0,0,False
std-721,male,group C,associate's degree,1.0,0.0,22.0,98.0,92.0,67.0,279.0,B,69.75,0,34.548275403170756,0.5,4.0,0,1,0,False
std-722,male,group D,some college,1.0,0.0,100.0,88.0,80.0,58.0,326.0,A,81.5,0,17.69180601295413,0.5,3.0,0,1,0,False
std-723,male,group B,high school,1.0,0.0,69.0,94.0,90.0,100.0,353.0,A,88.25,0,13.475286020464774,0.5,2.0,0,1,1,False
std-724,male,group C,associate's degree,1.0,0.0,91.0,74.0,88.0,31.0,284.0,B,71.0,0,27.676705006196094,0.5,4.0,0,1,0,False
std-725,male,group B,bachelor's degree,1.0,1.0,61.0,45.0,51.0,49.0,206.0,C,51.5,0,6.8068592855540455,1.0,5.0,0,0,0,False
std-726,male,group D,associate's degree,1.0,0.0,63.0,70.0,58.0,75.0,266.0,B,66.5,0,7.505553499465135,0.5,4.0,0,1,1,False
std-727,male,group C,some college,1.0,0.0,52.0,33.0,36.0,53.0,174.0,D,43.5,1,10.472185381603339,0.5,3.0,0,0,1,False
std-728,male,group D,some college,1.0,0.0,81.0,76.0,55.0,76.0,288.0,B,72.0,0,11.575836902790225,0.5,3.0,0,1,1,False
std-729,male,group E,high school,1.0,1.0,26.0,84.0,23.0,83.0,216.0,C,54.0,0,34.08812109811862,1.0,2.0,0,0,1,False
std-730,male,group A,associate's degree,1.0,0.0,78.0,17.0,10.0,83.0,188.0,D,47.0,1,38.841558499456056,0.5,4.0,0,0,1,True
std-731,male,group E,associate's degree,1.0,1.0,51.0,77.0,95.0,87.0,310.0,B,77.5,0,19.139836293274122,1.0,4.0,0,1,1,False
std-732,male,group D,some high school,0.0,0.0,23.0,52.0,48.0,50.0,173.0,D,43.25,1,13.59840676942217,0.0,1.0,0,0,1,False
std-733,male,group C,some college,0.0,0.0,46.0,44.0,80.0,64.0,234.0,C,58.5,0,16.921386861996073,0.0,3.0,0,0,1,False
std-734,male,group B,high school,0.0,0.0,35.0,34.0,78.0,36.0,183.0,D,45.75,1,21.51549828999242,0.0,2.0,0,0,0,False
std-735,male,group D,associate's degree,0.0,0.0,28.0,61.0,64.0,68.0,221.0,C,55.25,0,18.39157415774952,0.0,4.0,0,0,1,False
std-736,male,group D,associate's degree,1.0,1.0,80.0,86.0,80.0,40.0,286.0,B,71.5,0,21.18962010041709,1.0,4.0,0,1,0,False
std-737,male,group A,high school,1.0,1.0,33.0,100.0,59.0,86.0,278.0,B,69.5,0,29.692872320923527,1.0,2.0,0,1,1,False
std-738,male,group E,bachelor's degree,1.0,0.0,42.0,43.0,74.0,78.0,237.0,C,59.25,0,19.414341777836988,0.5,5.0,0,0,1,False
std-739,male,group E,some college,0.0,0.0,24.0,73.0,45.0,92.0,234.0,C,58.5,0,30.027764929589193,0.0,3.0,0,0,1,False
std-740,male,group A,some college,1.0,0.0,97.0,68.0,67.0,100.0,332.0,A,83.0,0,17.944358444926362,0.5,3.0,0,1,1,False
std-741,male,group A,associate's degree,1.0,0.0,33.0,69.0,34.0,85.0,221.0,C,55.25,0,25.95348403072954,0.5,4.0,0,0,1,False
std-742,male,group B,some high school,0.0,0.0,80.0,73.0,76.0,85.0,314.0,B,78.5,0,5.196152422706632,0.0,1.0,0,1,1,False
std-743,male,group B,some college,0.0,1.0,22.0,81.0,66.0,60.0,229.0,C,57.25,0,25.104780421266383,0.5,3.0,0,0,1,False
std-744,male,group D,associate's degree,1.0,0.0,37.0,71.0,74.0,45.0,227.0,C,56.75,0,18.518009252256753,0.5,4.0,0,0,0,False
std-745,male,group C,master's degree,0.0,1.0,75.0,99.0,68.0,97.0,339.0,A,84.75,0,15.58578412100805,0.5,6.0,0,1,1,False
std-746,male,group D,high school,0.0,0.0,57.0,59.0,88.0,55.0,259.0,B,64.75,0,15.58578412100805,0.0,2.0,0,1,0,False
std-747,male,group D,some college,1.0,1.0,72.0,66.0,72.0,9.0,219.0,C,54.75,0,30.630866784993206,1.0,3.0,0,0,0,True
std-748,male,group C,high school,1.0,1.0,73.0,61.0,100.0,60.0,294.0,B,73.5,0,18.627936010197157,1.0,2.0,0,1,0,False
std-749,male,group C,bachelor's degree,0.0,0.0,100.0,90.0,71.0,56.0,317.0,B,79.25,0,19.619293225462194,0.0,5.0,0,1,0,False
std-750,male,group C,high school,0.0,0.0,100.0,91.0,97.0,71.0,359.0,A,89.75,0,13.047988350699889,0.0,2.0,0,1,0,False
std-751,male,group B,bachelor's degree,0.0,0.0,17.0,67.0,68.0,59.0,211.0,C,52.75,0,24.171263930543642,0.0,5.0,0,0,1,False
std-752,male,group C,some high school,1.0,1.0,65.0,86.0,70.0,100.0,321.0,A,80.25,0,15.924300089276556,1.0,1.0,0,1,1,False
std-753,male,group B,associate's degree,1.0,0.0,91.0,76.0,94.0,83.0,344.0,A,86.0,0,8.12403840463596,0.5,4.0,0,1,0,False
std-754,male,group A,high school,0.0,0.0,23.0,69.0,35.0,64.0,191.0,D,47.75,1,22.291627725822686,0.0,2.0,0,0,1,False
std-755,male,group C,bachelor's degree,1.0,0.0,38.0,87.0,30.0,71.0,226.0,C,56.5,0,26.987651497181695,0.5,5.0,0,0,1,False
std-756,male,group E,associate's degree,0.0,0.0,45.0,69.0,52.0,26.0,192.0,D,48.0,1,17.795130420052185,0.0,4.0,0,0,0,False
std-757,male,group C,some college,1.0,1.0,38.0,100.0,71.0,60.0,269.0,B,67.25,0,25.785978101803053,1.0,3.0,0,1,0,False
std-758,male,group E,bachelor's degree,1.0,0.0,84.0,96.0,73.0,59.0,312.0,B,78.0,0,15.769168230019828,0.5,5.0,0,1,0,False
std-759,male,group E,some high school,1.0,1.0,30.0,71.0,50.0,74.0,225.0,C,56.25,0,20.5,1.0,1.0,0,0,1,False
std-760,male,group D,bachelor's degree,1.0,1.0,27.0,58.0,51.0,69.0,205.0,C,51.25,0,17.783419243778738,1.0,5.0,0,0,1,False
std-761,male,group D,some high school,0.0,0.0,67.0,93.0,58.0,81.0,299.0,B,74.75,0,15.4137384606504,0.0,1.0,0,1,1,False
std-762,male,group C,some high school,0.0,1.0,56.0,61.0,79.0,91.0,287.0,B,71.75,0,16.194134740701646,0.5,1.0,0,1,1,False
std-763,male,group C,bachelor's degree,0.0,1.0,62.0,94.0,98.0,60.0,314.0,B,78.5,0,20.2895703913776,0.5,5.0,0,1,0,False
std-764,male,group C,some high school,1.0,0.0,8.0,52.0,81.0,54.0,195.0,D,48.75,1,30.21451086260816,0.5,1.0,0,0,1,False
std-765,male,group E,some high school,0.0,1.0,33.0,97.0,25.0,58.0,213.0,C,53.25,0,32.37668914512415,0.5,1.0,0,0,1,False
std-766,male,group B,bachelor's degree,1.0,1.0,77.0,81.0,70.0,89.0,317.0,B,79.25,0,7.932002689527196,1.0,5.0,0,1,1,False
std-767,male,group B,bachelor's degree,1.0,0.0,69.0,93.0,73.0,88.0,323.0,A,80.75,0,11.557825631723873,0.5,5.0,0,1,1,False
std-768,male,group B,some high school,1.0,0.0,87.0,,,,266.0,B,,0,,0.5,1.0,0,1,0,False
std-769,male,group C,some high school,0.0,0.0,49.0,100.0,57.0,49.0,255.0,B,63.75,0,24.45914961727002,0.0,1.0,0,1,0,False
std-770,male,group B,some college,1.0,,85.0,65.0,82.0,53.0,285.0,B,71.25,0,15.01943185787443,,3.0,0,1,0,False
std-771,male,group C,bachelor's degree,,0.0,48.0,96.0,71.0,54.0,269.0,B,67.25,0,21.5,,5.0,0,1,0,False
std-772,male,group A,,1.0,1.0,49.0,49.0,88.0,87.0,273.0,B,68.25,0,22.23173407541571,1.0,,0,1,1,False
std-773,male,,some college,1.0,1.0,52.0,17.0,53.0,100.0,222.0,C,55.5,0,34.06366588218792,1.0,3.0,0,0,1,False
std-774,,group B,high school,0.0,0.0,33.0,71.0,69.0,54.0,227.0,C,56.75,0,17.55704986607944,0.0,2.0,0,0,0,False
std-775,male,group D,high school,1.0,0.0,57.0,94.0,76.0,45.0,272.0,B,68.0,0,21.525179054617254,0.5,2.0,0,1,0,False
std-776,male,group E,some high school,0.0,1.0,13.0,44.0,96.0,66.0,219.0,C,54.75,0,35.05590772846521,0.5,1.0,0,0,1,False
std-777,male,group E,high school,0.0,1.0,68.0,83.0,87.0,61.0,299.0,B,74.75,0,12.284814474246922,0.5,2.0,0,1,0,False
std-778,male,group D,some college,1.0,1.0,37.0,57.0,71.0,29.0,194.0,D,48.5,1,19.070046320517072,1.0,3.0,0,0,0,False
std-779,male,group D,some college,1.0,1.0,31.0,100.0,87.0,82.0,300.0,B,75.0,0,30.298514815086232,1.0,3.0,0,1,1,False
std-780,male,group C,associate's degree,0.0,1.0,81.0,91.0,76.0,81.0,329.0,A,82.25,0,6.2915286960589585,0.5,4.0,0,1,0,False
std-781,male,group C,high school,1.0,0.0,57.0,97.0,59.0,84.0,297.0,B,74.25,0,19.517086531208154,0.5,2.0,0,1,1,False
std-782,male,group D,some high school,1.0,1.0,71.0,92.0,80.0,88.0,331.0,A,82.75,0,9.287087810503355,1.0,1.0,0,1,1,False
std-783,male,group D,bachelor's degree,1.0,1.0,17.0,72.0,84.0,72.0,245.0,C,61.25,0,30.03747659175118,1.0,5.0,0,0,1,False
std-784,male,group E,some college,0.0,0.0,44.0,77.0,59.0,77.0,257.0,B,64.25,0,15.945218719101975,0.0,3.0,0,1,1,False
std-785,male,group B,bachelor's degree,1.0,0.0,30.0,17.0,33.0,9.0,89.0,Fail,22.25,1,11.236102527122116,0.5,5.0,0,0,0,True
std-786,male,group C,bachelor's degree,1.0,0.0,19.0,78.0,74.0,65.0,236.0,C,59.0,0,27.215191835933595,0.5,5.0,0,0,1,False
std-787,male,group A,some college,0.0,0.0,43.0,100.0,54.0,51.0,248.0,C,62.0,0,25.755258362775812,0.0,3.0,0,0,0,False
std-788,male,group B,high school,1.0,0.0,84.0,17.0,67.0,51.0,219.0,C,54.75,0,28.546745290254485,0.5,2.0,0,0,0,False
std-789,male,group D,associate's degree,1.0,0.0,92.0,54.0,74.0,85.0,305.0,B,76.25,0,16.580611166861935,0.5,4.0,0,1,1,False
std-790,male,group D,high school,1.0,1.0,69.0,73.0,99.0,31.0,272.0,B,68.0,0,28.023799409311604,1.0,2.0,0,1,0,False
std-791,male,group B,master's degree,1.0,0.0,14.0,66.0,72.0,61.0,213.0,C,53.25,0,26.550266790875504,0.5,6.0,0,0,1,False
std-792,male,group B,some high school,1.0,0.0,42.0,79.0,68.0,32.0,221.0,C,55.25,0,21.929812280698314,0.5,1.0,0,0,0,False
std-793,male,group D,bachelor's degree,0.0,0.0,64.0,81.0,82.0,92.0,319.0,B,79.75,0,11.615363389350618,0.0,5.0,0,1,1,False
std-794,male,group D,high school,1.0,1.0,22.0,86.0,55.0,44.0,207.0,C,51.75,0,26.638005430837598,1.0,2.0,0,0,0,False
std-795,male,group E,bachelor's degree,1.0,1.0,49.0,63.0,75.0,82.0,269.0,B,67.25,0,14.476993242152645,1.0,5.0,0,1,1,False
std-796,male,group D,some high school,1.0,1.0,30.0,54.0,52.0,11.0,147.0,Fail,36.75,1,20.320351046836436,1.0,1.0,0,0,0,True
